City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
147,naze,28.3667,129.4833,16.51,71,100,5.04,JP,1680058735
148,airai,-8.9266,125.4092,21.53,71,81,1.21,TL,1680058735
149,sompeta,18.9333,84.6,28.34,73,68,4.78,IN,1680058736
150,martinsville,36.6915,-79.8725,9.69,93,100,1.54,US,1680058736
151,merauke,-8.4667,140.3333,30.62,63,94,1.96,ID,1680058736
152,carnarvon,-24.8667,113.6333,26.51,65,90,3.68,AU,1680058736
153,flinders,-34.5833,150.8552,22.25,88,56,2.24,AU,1680058737
154,caravelas,-17.7125,-39.2481,23.95,82,0,1.93,BR,1680058737
155,montecorvino rovella,40.6918,14.978,7.47,71,3,1.2,IT,1680058737
156,dikson,73.5069,80.5464,-24.46,97,100,5.26,RU,1680058738
157,pacific grove,36.6177,-121.9166,9.73,89,100,3.58,US,1680058738
158,havre-saint-pierre,50.2334,-63.5986,-0.8,86,75,1.03,CA,1680058738
159,saldanha,-33.0117,17.9442,14.03,72,80,7.78,ZA,1680058739
160,egvekinot,66.3167,-179.1667,-6.25,94,100,2.48,RU,1680058739
161,mopti,14.6667,-4.0,28.09,45,3,3.2,ML,1680058739
162,muravlenko,63.7898,74.523,-11.31,93,100,7.0,RU,1680058739
163,sioux lookout,50.1001,-91.917,-11.96,56,75,1.54,CA,1680058740
164,oussouye,12.485,-16.5469,22.1,51,20,2.52,SN,1680058740
165,haimen,23.1935,116.6142,15.94,77,94,7.1,CN,1680058740
166,seymchan,62.8833,152.4333,-6.19,71,49,3.5,RU,1680058741
167,ulundi,-28.3352,31.4162,17.24,68,0,3.07,ZA,1680058741
168,davidson,36.1501,-86.7833,9.25,46,20,1.54,US,1680058741
169,sao jose da coroa grande,-8.8978,-35.1478,25.74,83,10,3.22,BR,1680058742
170,yellowknife,62.456,-114.3525,-9.71,85,75,1.03,CA,1680058742
171,paidha,2.4167,30.9855,15.77,88,92,1.86,UG,1680058742
172,hamilton,39.1834,-84.5333,4.49,87,33,1.39,US,1680058506
173,guerrero negro,27.9769,-114.0611,14.64,71,0,7.73,MX,1680058743
174,hilo,19.7297,-155.09,25.71,83,100,2.24,US,1680058689
175,rocky mountain house,52.3668,-114.9188,-5.94,53,43,3.09,CA,1680058744
176,ystad,55.4297,13.8204,3.41,79,93,6.52,SE,1680058744
177,coffs harbour,-30.3,153.1333,23.41,78,100,8.23,AU,1680058544
178,isangel,-19.55,169.2667,28.09,73,59,3.58,VU,1680058745
179,srirampur,22.9489,88.0189,30.05,57,1,3.62,IN,1680058745
180,hermanus,-34.4187,19.2345,14.89,73,100,2.9,ZA,1680058746
181,kailua,21.4022,-157.7394,26.99,77,99,1.79,US,1680058746
182,ponnani,10.767,75.9252,26.62,66,9,0.34,IN,1680058747
183,morros,-9.4467,-46.3003,23.42,75,100,1.17,BR,1680058747
184,lithakia,37.7167,20.8333,6.65,38,0,5.66,GR,1680058747
185,chuy,-33.6971,-53.4616,19.63,90,0,3.75,UY,1680058748
186,saint george,37.1041,-113.5841,16.08,27,30,1.34,US,1680058721
187,provideniya,64.3833,-173.3,-2.94,80,100,10.0,RU,1680058748
188,yorkton,51.2167,-102.4677,-17.09,71,20,4.12,CA,1680058749
189,shimoda,34.6667,138.95,16.2,65,53,5.06,JP,1680058749
190,port hardy,50.6996,-127.4199,12.1,32,0,1.54,CA,1680058750
191,labuhan,-6.8844,112.2051,29.81,68,92,1.09,ID,1680058750
192,san patricio,28.017,-97.5169,21.58,58,98,6.13,US,1680058750
193,mhlume,-26.0333,31.85,19.57,79,0,2.35,SZ,1680058750
194,smoky lake,54.1169,-112.4686,-2.6,50,87,2.06,CA,1680058751
195,nikolskoye,59.7035,30.7861,-1.06,97,100,3.41,RU,1680058751
196,hualmay,-11.0964,-77.6139,24.7,75,100,3.38,PE,1680058751
197,clonakilty,51.6231,-8.8706,10.56,96,100,7.57,IE,1680058752
198,oriximina,-1.7656,-55.8661,23.68,95,98,1.18,BR,1680058752
199,christchurch,-43.5333,172.6333,12.73,58,75,10.29,NZ,1680058704
200,beringovskiy,63.05,179.3167,-0.69,98,100,5.26,RU,1680058753
201,ozernovskiy,51.5,156.5167,-1.0,78,100,3.84,RU,1680058753
202,saint-georges,12.0564,-61.7485,25.82,69,20,2.57,GD,1680058754
203,grindavik,63.8424,-22.4338,0.97,93,100,11.32,IS,1680058754
204,sur,22.5667,59.5289,25.05,67,0,3.0,OM,1680058754
205,beausejour,50.0622,-96.5167,-9.13,96,60,3.02,CA,1680058755
206,hasaki,35.7333,140.8333,14.22,79,100,6.23,JP,1680058755
207,muscat,23.6139,58.5922,24.06,58,0,6.69,OM,1680058755
208,alice springs,-23.7,133.8833,31.23,40,40,5.66,AU,1680058756
209,glenwood springs,39.5505,-107.3248,1.57,63,75,9.26,US,1680058613
210,tsumeb,-19.2333,17.7167,17.53,90,36,2.82,NA,1680058756
211,chernushka,56.5072,56.0766,-3.35,86,57,4.86,RU,1680058756
212,unna,51.5333,7.6833,5.82,82,100,3.58,DE,1680058757
213,krivosheino,57.3431,83.9261,4.95,79,84,6.72,RU,1680058757
214,panaba,21.2833,-88.2667,24.98,68,0,6.18,MX,1680058757
215,dong hoi,17.4833,106.6,23.69,80,100,2.32,VN,1680058758
216,east london,-33.0153,27.9116,17.39,75,25,10.04,ZA,1680058759
217,hammerfest,70.6634,23.6821,-5.75,79,40,0.0,NO,1680058759
218,shache,38.4167,77.2406,15.56,15,38,2.11,CN,1680058759
219,abbeville,50.1,1.8333,10.27,93,100,3.09,FR,1680058760
220,bandarbeyla,9.4942,50.8122,26.43,79,92,2.26,SO,1680058760
